Country,p1,p2,p3,p4,p5,p6,p7,p8,p9,p10,p11,p1e,p2e,p3e,p4e,p5e,p6e,p7e,p8e,p9e,p10e,p11e
INDIA,304.50898203592817,0.4166505339819531,80.43413173652695,0.9940119760479041,48.23353293413174,36.35329341317365,1949.170328288735,77.80262293254758,26.823353293413174,9.694610778443113,7.772455089820359,319.0065110792251,5.031748670822134,134.64515408160548,2.03265852285013,75.23750387482818,29.25872158100259,5375.771923950075,30.389389368997904,34.098157791929566,4.713609515951212,14.16251975563747
USA,544.8088235294117,0.1613031836106031,90.05882352941177,0.5245098039215687,30.95098039215686,62.28186274509804,1898.0973785998774,80.88276651931785,25.730392156862745,5.044117647058823,5.0245098039215685,372.5016551096119,0.2240744236445323,97.96506215247095,1.4516343915623589,50.6830070627344,34.42128651223879,3000.011082193864,21.243980475197443,23.810338375833794,3.0715351443572847,16.12920828974023
